enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,feedback
2485,303,12,2024-01-09,2024-05-10,82,4.9,"Excellent course, highly recommend!"
2486,420,22,2023-11-14,2024-01-11,13,3.7,"The course was okay, not too bad."
2487,285,1,2024-06-22,2024-10-13,47,4.1,Very informative and well structured.
2488,260,13,2023-09-13,2024-02-03,57,1.5,The content was outdated and irrelevant.
2489,225,23,2023-05-15,2023-06-16,11,5.0,The materials provided were very helpful.
2490,345,23,2023-03-19,2023-07-01,43,3.9,Average course with some useful content.
2491,424,22,2023-08-30,2023-12-02,89,1.9,The content was outdated and irrelevant.
2492,152,1,2023-11-28,2024-04-27,42,1.7,The content was outdated and irrelevant.
2493,498,1,2023-02-28,2023-04-10,83,4.3,Very informative and well structured.
2494,311,6,2024-07-22,2024-12-13,81,2.5,The course met my expectations.
2495,400,24,2024-04-14,2024-08-01,27,1.6,I would not recommend this course.
2496,83,13,2024-09-01,2024-10-09,2,2.1,"Poorly organized, I expected better."
2497,284,13,2024-03-05,2024-08-01,14,3.4,Average course with some useful content.
2498,252,4,2024-01-09,2024-04-07,72,4.9,The materials provided were very helpful.
2499,170,7,2022-11-11,2023-04-19,38,1.5,"Not worth the time, very disappointing."
2500,75,17,2022-10-09,2023-03-27,28,2.1,I would not recommend this course.
2501,266,7,2023-12-31,2024-05-07,70,2.4,"Not worth the time, very disappointing."
2502,381,1,2023-03-27,2023-06-08,61,1.9,"Poorly organized, I expected better."
2503,115,11,2023-08-06,2023-12-17,62,3.5,The course met my expectations.
2504,26,17,2023-04-08,2023-06-06,30,1.1,The content was outdated and irrelevant.
2505,391,6,2024-09-24,2025-02-02,7,1.1,"Not worth the time, very disappointing."
2506,353,24,2023-10-16,2024-03-19,45,2.6,It was a decent experience overall.
2507,31,5,2023-02-25,2023-05-15,44,4.8,Very informative and well structured.
2508,383,15,2023-07-27,2023-12-21,64,4.5,"The instructor was great, learned a lot!"
2509,262,3,2023-03-26,2023-06-12,70,2.6,"Not much to say, it was a standard course."
2510,249,11,2024-07-17,2024-09-01,57,1.3,"Not worth the time, very disappointing."
2511,57,23,2023-02-17,2023-04-05,88,4.9,"Excellent course, highly recommend!"
2512,104,17,2024-08-26,2024-10-16,15,3.5,It was a decent experience overall.
2513,269,4,2023-02-18,2023-08-11,83,1.2,I would not recommend this course.
2514,153,15,2024-04-10,2024-06-21,66,1.5,The content was outdated and irrelevant.
2515,181,17,2024-06-13,2024-10-31,66,4.5,Very informative and well structured.
2516,400,24,2023-06-22,2023-11-14,54,2.5,Average course with some useful content.
2517,245,11,2023-03-22,2023-05-31,6,4.6,I really enjoyed this course.
2518,424,10,2024-06-16,2024-12-06,40,4.2,"Excellent course, highly recommend!"
2519,159,6,2022-10-25,2023-04-09,93,1.5,I would not recommend this course.
2520,417,2,2023-11-19,2024-05-02,52,1.2,"Poorly organized, I expected better."
2521,459,15,2024-05-12,2024-07-13,55,3.5,Average course with some useful content.
2522,314,7,2023-07-17,2023-09-29,97,1.3,"Poorly organized, I expected better."
2523,421,20,2023-04-07,2023-07-14,14,2.0,"Not worth the time, very disappointing."
2524,264,21,2024-08-04,2024-11-24,85,3.0,It was a decent experience overall.
2525,124,6,2024-01-18,2024-04-03,51,2.8,The course met my expectations.
2526,178,17,2024-07-04,2024-08-14,90,1.6,The content was outdated and irrelevant.
2527,62,5,2024-10-01,2025-01-20,62,2.5,It was a decent experience overall.
2528,67,15,2022-12-05,2023-01-25,47,3.5,Average course with some useful content.
2529,62,21,2023-01-21,2023-05-15,9,1.2,"Not worth the time, very disappointing."
2530,217,5,2023-05-24,2023-06-29,31,2.5,It was a decent experience overall.
2531,269,6,2023-08-15,2024-01-13,60,2.9,"The course was okay, not too bad."
2532,53,6,2024-01-25,2024-03-22,74,2.8,It was a decent experience overall.
2533,254,23,2024-10-04,2025-03-26,21,3.4,"The course was okay, not too bad."
2534,280,10,2023-07-01,2023-11-02,75,4.7,The materials provided were very helpful.
2535,262,11,2023-02-09,2023-06-18,29,2.8,Average course with some useful content.
2536,259,20,2024-04-12,2024-08-13,38,3.8,The course met my expectations.
2537,280,19,2023-08-15,2023-11-04,90,3.1,"The course was okay, not too bad."
2538,141,19,2023-09-02,2024-01-18,78,2.1,I would not recommend this course.
2539,462,3,2023-12-31,2024-02-17,4,4.0,"The instructor was great, learned a lot!"
2540,407,20,2022-12-17,2023-05-28,31,4.0,I really enjoyed this course.
2541,204,4,2023-05-07,2023-08-16,27,4.1,"The instructor was great, learned a lot!"
2542,277,14,2023-08-05,2024-02-01,13,3.0,It was a decent experience overall.
2543,179,1,2024-07-16,2024-09-17,51,3.6,The course met my expectations.
2544,136,2,2023-12-06,2024-05-11,3,2.0,"Poorly organized, I expected better."
2545,214,19,2022-11-20,2023-03-04,66,2.6,"Not much to say, it was a standard course."
2546,189,11,2023-11-15,2024-01-22,65,3.3,"Not much to say, it was a standard course."
2547,443,5,2023-07-26,2023-09-29,92,4.4,I really enjoyed this course.
2548,28,5,2023-12-25,2024-02-01,43,4.4,"Excellent course, highly recommend!"
2549,259,6,2023-01-12,2023-05-30,72,4.5,"The instructor was great, learned a lot!"
2550,254,16,2024-09-20,2024-10-20,68,2.0,The content was outdated and irrelevant.
2551,493,6,2023-09-22,2023-12-10,62,2.9,It was a decent experience overall.
2552,486,11,2024-05-04,2024-08-08,74,2.0,"Poorly organized, I expected better."
2553,141,22,2023-12-10,2024-04-22,12,1.7,I didn't learn anything new from this course.
2554,21,14,2023-09-22,2024-02-13,80,4.2,I really enjoyed this course.
2555,73,12,2023-04-13,2023-05-25,75,1.4,"Not worth the time, very disappointing."
2556,231,16,2023-05-25,2023-10-14,26,1.7,I didn't learn anything new from this course.
2557,442,22,2022-11-12,2023-05-03,43,4.6,"Excellent course, highly recommend!"
2558,31,21,2024-01-08,2024-05-04,33,4.3,"The instructor was great, learned a lot!"
2559,200,18,2023-06-12,2023-12-09,52,3.7,"The course was okay, not too bad."
2560,308,15,2023-05-26,2023-08-15,26,2.1,"Not worth the time, very disappointing."
2561,253,2,2023-04-16,2023-07-09,69,1.1,I would not recommend this course.
2562,300,20,2022-10-26,2023-01-31,25,3.4,It was a decent experience overall.
2563,395,19,2023-02-25,2023-05-30,82,3.1,"Not much to say, it was a standard course."
2564,448,15,2024-09-30,2025-01-28,56,1.2,I didn't learn anything new from this course.
2565,442,8,2024-01-12,2024-06-06,100,1.4,The content was outdated and irrelevant.
2566,214,23,2023-05-25,2023-10-16,93,1.4,I didn't learn anything new from this course.
2567,124,20,2024-07-29,2024-12-01,3,4.7,The materials provided were very helpful.
2568,254,18,2023-09-27,2023-12-18,43,2.5,The course met my expectations.
2569,44,3,2024-04-23,2024-10-16,21,2.0,"Not worth the time, very disappointing."
2570,442,13,2024-02-26,2024-03-29,54,3.2,Average course with some useful content.
2571,39,9,2024-03-05,2024-05-04,16,2.6,The course met my expectations.
2572,364,13,2024-05-31,2024-07-06,87,3.1,"Not much to say, it was a standard course."
2573,225,8,2024-07-20,2024-10-28,80,1.2,"Not worth the time, very disappointing."
2574,123,20,2023-08-16,2024-02-09,99,2.9,Average course with some useful content.
2575,481,23,2023-10-13,2024-03-09,1,3.8,It was a decent experience overall.
2576,40,6,2024-01-08,2024-06-02,47,1.5,I would not recommend this course.
2577,184,14,2024-02-12,2024-05-21,44,1.3,"Poorly organized, I expected better."
2578,20,14,2023-07-13,2023-11-14,33,1.6,I would not recommend this course.
2579,134,14,2023-11-17,2024-02-13,82,4.7,I really enjoyed this course.
2580,455,7,2023-04-17,2023-08-09,88,2.1,I would not recommend this course.
2581,59,22,2023-06-30,2023-08-18,13,4.6,"The instructor was great, learned a lot!"
2582,311,12,2023-10-23,2023-12-10,30,3.5,The course met my expectations.
2583,391,10,2023-08-04,2024-01-10,5,4.4,The materials provided were very helpful.
2584,300,4,2024-01-22,2024-03-15,51,2.4,I would not recommend this course.
2585,189,6,2023-01-24,2023-06-01,7,4.9,"Excellent course, highly recommend!"
2586,225,6,2024-03-09,2024-05-17,95,2.1,"Poorly organized, I expected better."
2587,134,24,2023-02-27,2023-07-27,65,2.0,I would not recommend this course.
2588,95,18,2023-07-11,2023-09-09,79,2.1,I didn't learn anything new from this course.
2589,245,1,2023-10-01,2023-11-11,5,1.2,I would not recommend this course.
2590,289,7,2024-04-13,2024-06-13,63,1.0,I didn't learn anything new from this course.
2591,446,18,2023-03-23,2023-09-10,90,4.0,The materials provided were very helpful.
2592,335,21,2024-05-24,2024-09-18,29,3.1,Average course with some useful content.
2593,276,13,2023-07-31,2023-09-08,33,4.9,Very informative and well structured.
2594,377,19,2024-03-24,2024-05-31,50,4.4,"The instructor was great, learned a lot!"
2595,124,13,2023-01-18,2023-03-14,11,1.4,The content was outdated and irrelevant.
2596,262,6,2023-06-09,2023-09-15,97,4.7,The materials provided were very helpful.
2597,203,19,2023-05-28,2023-08-16,92,3.3,"Not much to say, it was a standard course."
2598,254,17,2023-04-21,2023-06-23,38,2.0,I didn't learn anything new from this course.
2599,353,21,2023-11-03,2024-04-28,43,3.3,"Not much to say, it was a standard course."
2600,348,4,2024-07-10,2024-11-24,36,1.2,"Poorly organized, I expected better."
2601,371,1,2024-03-31,2024-06-29,76,2.6,Average course with some useful content.
2602,395,12,2022-11-25,2023-02-22,65,2.0,The content was outdated and irrelevant.
2603,445,19,2023-03-09,2023-08-30,92,4.4,I really enjoyed this course.
2604,465,20,2024-05-24,2024-10-12,26,3.8,"Not much to say, it was a standard course."
2605,73,13,2023-09-22,2024-03-20,72,3.6,The course met my expectations.
2606,314,14,2023-04-02,2023-08-29,97,1.8,"Not worth the time, very disappointing."
2607,103,13,2023-07-28,2023-08-29,2,4.8,"The instructor was great, learned a lot!"
2608,231,22,2024-01-26,2024-07-13,79,4.7,"Excellent course, highly recommend!"
2609,484,1,2023-04-17,2023-06-23,63,3.2,"Not much to say, it was a standard course."
2610,59,8,2023-04-15,2023-07-10,43,4.6,The materials provided were very helpful.
2611,461,6,2023-02-13,2023-06-18,36,1.1,I would not recommend this course.
2612,268,22,2023-11-22,2024-01-11,61,1.7,"Poorly organized, I expected better."
2613,184,16,2024-01-15,2024-05-22,77,1.5,I didn't learn anything new from this course.
2614,437,1,2024-01-25,2024-07-08,35,1.8,"Poorly organized, I expected better."
2615,483,13,2023-02-16,2023-03-20,31,4.6,"The instructor was great, learned a lot!"
2616,152,9,2024-08-20,2024-10-19,50,1.2,I would not recommend this course.
2617,67,13,2024-02-21,2024-06-29,72,4.0,Very informative and well structured.
2618,143,14,2024-06-11,2024-10-06,26,4.4,Very informative and well structured.
2619,203,5,2024-09-23,2025-01-05,83,5.0,I really enjoyed this course.
2620,43,12,2023-05-17,2023-07-28,83,1.8,I didn't learn anything new from this course.
2621,231,16,2024-06-18,2024-10-25,53,4.9,Very informative and well structured.
2622,446,20,2022-10-30,2022-12-31,13,4.6,Very informative and well structured.
2623,453,13,2023-08-16,2023-11-02,89,3.7,"Not much to say, it was a standard course."
2624,280,18,2023-04-02,2023-08-03,71,3.6,"The course was okay, not too bad."
2625,471,15,2023-12-25,2024-02-04,57,4.7,"The instructor was great, learned a lot!"
2626,104,22,2023-02-22,2023-08-21,56,4.5,Very informative and well structured.
2627,86,13,2024-09-23,2025-03-06,99,3.9,Average course with some useful content.
2628,48,12,2024-07-08,2024-12-20,32,2.4,"Poorly organized, I expected better."
2629,28,12,2024-07-13,2024-12-17,27,1.9,I didn't learn anything new from this course.
2630,362,15,2024-06-18,2024-09-22,82,4.7,"Excellent course, highly recommend!"
2631,204,16,2023-04-26,2023-08-17,75,4.2,I really enjoyed this course.
2632,31,11,2022-12-31,2023-05-25,51,4.6,The materials provided were very helpful.
2633,456,2,2022-12-29,2023-04-06,29,2.2,I would not recommend this course.
2634,86,22,2023-07-11,2023-11-15,39,4.4,Very informative and well structured.
2635,330,14,2022-12-04,2023-05-31,52,2.7,The course met my expectations.
2636,88,22,2023-01-03,2023-04-30,10,4.9,Very informative and well structured.
2637,137,14,2024-10-02,2025-02-02,71,2.3,"Not worth the time, very disappointing."
2638,370,4,2024-05-20,2024-08-07,86,1.1,The content was outdated and irrelevant.
2639,286,24,2022-11-08,2022-12-10,60,3.5,Average course with some useful content.
2640,350,21,2023-06-05,2023-10-13,68,2.3,The content was outdated and irrelevant.
2641,136,13,2024-07-22,2024-11-25,7,4.5,"Excellent course, highly recommend!"
2642,462,10,2023-07-14,2023-10-15,69,2.0,I didn't learn anything new from this course.
2643,350,12,2024-09-29,2024-12-22,37,4.0,"The instructor was great, learned a lot!"
2644,296,22,2023-10-22,2024-01-04,34,3.9,"Not much to say, it was a standard course."
2645,431,18,2023-02-24,2023-06-19,66,1.5,"Poorly organized, I expected better."
2646,103,21,2024-03-11,2024-06-03,21,3.6,It was a decent experience overall.
2647,124,9,2024-09-29,2025-01-23,18,2.6,"The course was okay, not too bad."
2648,187,20,2023-11-26,2024-02-26,18,1.7,"Not worth the time, very disappointing."
2649,364,2,2024-07-13,2024-08-12,84,5.0,"Excellent course, highly recommend!"
2650,48,14,2024-05-25,2024-08-16,46,1.1,"Poorly organized, I expected better."
2651,240,13,2023-11-30,2024-02-16,23,1.9,I didn't learn anything new from this course.
2652,262,9,2023-08-11,2024-01-31,55,1.9,"Poorly organized, I expected better."
2653,262,9,2023-11-20,2024-01-11,54,3.0,"Not much to say, it was a standard course."
2654,276,19,2024-07-17,2024-10-13,10,3.9,"Not much to say, it was a standard course."
2655,445,22,2024-02-25,2024-04-12,85,1.0,I would not recommend this course.
2656,121,21,2023-12-18,2024-04-02,64,3.4,The course met my expectations.
2657,381,14,2024-05-05,2024-08-23,64,2.3,I didn't learn anything new from this course.
2658,123,13,2024-09-16,2024-11-03,27,2.6,"Not much to say, it was a standard course."
2659,342,21,2023-05-21,2023-11-01,61,4.8,Very informative and well structured.
2660,348,11,2022-12-22,2023-05-31,3,2.9,The course met my expectations.
2661,99,20,2023-01-01,2023-06-24,10,2.7,The course met my expectations.
2662,347,22,2023-02-16,2023-04-27,48,4.5,The materials provided were very helpful.
2663,344,11,2023-03-11,2023-08-07,88,4.8,"The instructor was great, learned a lot!"
2664,402,12,2023-11-20,2024-03-16,38,2.7,"The course was okay, not too bad."
2665,486,1,2024-08-08,2024-10-16,2,2.1,"Not worth the time, very disappointing."
2666,216,1,2024-01-16,2024-04-28,62,3.0,Average course with some useful content.
2667,179,9,2022-10-25,2023-02-06,95,1.3,The content was outdated and irrelevant.
2668,384,22,2024-05-06,2024-09-05,81,2.8,It was a decent experience overall.
2669,90,3,2024-09-26,2024-10-29,14,4.9,Very informative and well structured.
2670,364,18,2023-09-11,2024-01-14,63,3.8,The course met my expectations.
2671,101,16,2023-12-31,2024-04-04,62,4.3,The materials provided were very helpful.
2672,466,24,2024-07-22,2024-08-28,72,1.6,"Poorly organized, I expected better."
2673,98,16,2023-05-08,2023-09-22,94,3.1,Average course with some useful content.
2674,450,16,2023-06-29,2023-08-27,85,4.8,"Excellent course, highly recommend!"
2675,289,16,2023-01-12,2023-05-07,70,3.1,Average course with some useful content.
2676,314,9,2023-11-15,2024-01-28,50,4.6,"Excellent course, highly recommend!"
2677,296,1,2023-11-15,2024-04-10,81,3.6,It was a decent experience overall.
2678,308,7,2024-07-04,2024-08-31,72,4.7,"The instructor was great, learned a lot!"
2679,467,3,2024-06-04,2024-07-12,91,4.8,The materials provided were very helpful.
2680,450,14,2024-08-02,2024-11-07,80,3.7,Average course with some useful content.
2681,189,24,2024-03-13,2024-06-05,53,1.6,The content was outdated and irrelevant.
2682,203,10,2024-01-07,2024-03-23,89,4.0,I really enjoyed this course.
2683,159,12,2023-03-05,2023-09-01,33,4.7,"Excellent course, highly recommend!"
2684,218,12,2023-09-02,2023-11-14,29,2.4,I didn't learn anything new from this course.
2685,74,4,2023-04-05,2023-06-26,32,3.3,"Not much to say, it was a standard course."
2686,62,14,2024-07-05,2024-09-26,59,2.8,"The course was okay, not too bad."
2687,446,13,2023-06-27,2023-09-12,57,4.9,The materials provided were very helpful.
2688,216,1,2024-04-01,2024-05-05,58,1.8,I didn't learn anything new from this course.
2689,96,21,2023-04-04,2023-05-15,81,4.3,I really enjoyed this course.
2690,57,21,2024-03-24,2024-06-16,41,3.9,"The course was okay, not too bad."
2691,279,10,2023-09-08,2024-02-06,43,4.1,The materials provided were very helpful.
2692,363,19,2024-02-17,2024-06-20,15,2.3,I would not recommend this course.
2693,252,17,2024-06-08,2024-09-17,75,4.0,"Excellent course, highly recommend!"
2694,21,10,2022-11-10,2022-12-18,55,1.4,"Not worth the time, very disappointing."
2695,172,3,2024-08-09,2024-11-08,31,2.7,Average course with some useful content.
2696,27,15,2022-11-06,2023-02-09,8,4.3,I really enjoyed this course.
2697,329,20,2023-07-06,2024-01-02,5,2.3,"Poorly organized, I expected better."
2698,69,1,2023-09-27,2024-02-20,26,2.1,"Poorly organized, I expected better."
2699,230,23,2023-04-12,2023-09-10,73,3.6,It was a decent experience overall.
2700,31,17,2024-07-22,2024-12-02,68,2.6,"Not much to say, it was a standard course."
2701,43,17,2022-11-28,2023-02-02,37,2.4,I didn't learn anything new from this course.
2702,26,16,2023-05-21,2023-11-13,47,4.0,Very informative and well structured.
2703,303,5,2023-01-14,2023-06-25,10,2.1,"Not worth the time, very disappointing."
2704,62,17,2023-10-31,2024-01-27,59,4.0,I really enjoyed this course.
2705,490,7,2024-09-10,2024-11-12,19,2.9,The course met my expectations.
2706,288,7,2024-03-07,2024-06-26,28,3.1,"The course was okay, not too bad."
2707,74,21,2022-12-19,2023-05-04,27,1.5,The content was outdated and irrelevant.
2708,34,9,2023-05-20,2023-09-16,8,3.6,"The course was okay, not too bad."
2709,86,8,2023-09-08,2023-12-28,23,3.7,The course met my expectations.
2710,222,10,2023-05-28,2023-07-02,84,4.7,The materials provided were very helpful.
2711,145,21,2023-07-29,2024-01-13,24,1.3,"Poorly organized, I expected better."
2712,132,23,2024-09-20,2025-02-11,96,4.3,I really enjoyed this course.
2713,115,14,2023-12-29,2024-06-04,26,2.5,It was a decent experience overall.
2714,267,11,2023-09-23,2023-11-21,100,2.1,I didn't learn anything new from this course.
2715,370,18,2023-10-09,2023-12-06,9,3.7,Average course with some useful content.
2716,78,1,2022-12-31,2023-02-19,32,4.7,I really enjoyed this course.
2717,189,20,2024-05-08,2024-08-22,40,2.1,"Not worth the time, very disappointing."
2718,409,24,2023-04-22,2023-05-30,49,4.6,"Excellent course, highly recommend!"
2719,414,9,2023-06-11,2023-10-06,73,4.4,"The instructor was great, learned a lot!"
2720,335,2,2024-05-07,2024-06-11,66,1.1,"Not worth the time, very disappointing."
2721,67,23,2023-01-14,2023-05-09,81,2.8,"The course was okay, not too bad."
2722,412,20,2022-11-24,2023-03-13,61,1.5,I didn't learn anything new from this course.
2723,449,11,2024-07-09,2024-10-10,77,3.7,"The course was okay, not too bad."
2724,449,24,2023-01-29,2023-04-05,88,2.3,"Poorly organized, I expected better."
2725,245,5,2023-11-12,2024-01-03,63,4.7,Very informative and well structured.
2726,27,13,2024-01-26,2024-06-27,24,1.1,I would not recommend this course.
2727,204,8,2024-05-07,2024-09-11,96,4.1,The materials provided were very helpful.
2728,185,14,2022-11-21,2023-02-27,60,2.5,The course met my expectations.
2729,24,9,2023-01-28,2023-04-22,11,1.6,The content was outdated and irrelevant.
2730,95,17,2022-12-01,2023-05-19,76,3.6,Average course with some useful content.
2731,267,14,2022-11-07,2023-04-15,98,1.8,"Poorly organized, I expected better."
2732,430,13,2023-06-29,2023-12-26,66,4.0,"The instructor was great, learned a lot!"
2733,104,5,2023-12-21,2024-04-18,15,3.8,"Not much to say, it was a standard course."
2734,130,22,2023-01-22,2023-05-10,27,3.3,The course met my expectations.
2735,355,14,2023-11-09,2024-01-11,13,3.2,"Not much to say, it was a standard course."
2736,357,20,2024-09-16,2025-01-30,48,4.2,Very informative and well structured.
2737,296,4,2023-07-01,2023-11-21,33,2.1,"Not worth the time, very disappointing."
2738,471,9,2024-09-26,2025-03-04,30,1.2,The content was outdated and irrelevant.
2739,314,16,2022-12-21,2023-04-10,51,4.5,"The instructor was great, learned a lot!"
2740,379,21,2023-12-14,2024-02-06,30,3.5,"The course was okay, not too bad."
2741,442,15,2024-07-09,2025-01-03,98,4.6,"Excellent course, highly recommend!"
2742,456,6,2022-10-30,2023-04-11,29,5.0,The materials provided were very helpful.
2743,335,21,2024-03-06,2024-08-16,56,3.3,"Not much to say, it was a standard course."
2744,462,10,2024-04-11,2024-08-14,40,1.1,I would not recommend this course.
2745,152,10,2023-01-13,2023-05-03,65,3.7,Average course with some useful content.
2746,494,2,2022-11-22,2023-03-13,91,4.7,"Excellent course, highly recommend!"
2747,456,21,2023-09-17,2023-12-03,55,2.8,"Not much to say, it was a standard course."
2748,408,16,2023-04-03,2023-06-01,12,3.0,Average course with some useful content.
2749,202,18,2023-08-24,2023-09-23,43,1.6,The content was outdated and irrelevant.
2750,11,3,2023-01-13,2023-04-27,60,1.4,The content was outdated and irrelevant.
2751,128,6,2023-03-31,2023-06-02,17,3.1,The course met my expectations.
2752,63,10,2023-05-09,2023-09-28,89,3.9,"The course was okay, not too bad."
2753,442,12,2024-04-10,2024-05-21,11,4.8,"The instructor was great, learned a lot!"
2754,213,2,2022-10-15,2023-03-01,61,2.7,Average course with some useful content.
2755,474,13,2023-12-14,2024-05-31,5,2.1,I didn't learn anything new from this course.
2756,77,9,2024-08-23,2025-02-06,26,4.9,Very informative and well structured.
2757,12,16,2022-11-06,2023-04-10,68,2.4,The content was outdated and irrelevant.
2758,438,13,2024-08-12,2024-10-28,40,4.3,"The instructor was great, learned a lot!"
2759,67,17,2023-04-19,2023-10-08,100,3.9,Average course with some useful content.
2760,270,9,2024-09-26,2024-12-12,26,3.2,The course met my expectations.
2761,132,19,2023-09-29,2023-11-01,47,3.8,It was a decent experience overall.
2762,292,5,2023-11-24,2024-03-22,65,3.1,The course met my expectations.
2763,362,15,2024-05-28,2024-08-11,39,1.1,I would not recommend this course.
2764,417,18,2023-05-26,2023-10-21,67,2.4,"Poorly organized, I expected better."
2765,144,8,2024-04-15,2024-06-26,88,2.7,The course met my expectations.
2766,138,5,2023-08-12,2024-01-29,98,2.0,The content was outdated and irrelevant.
2767,225,8,2023-12-10,2024-04-21,19,2.4,I didn't learn anything new from this course.
2768,395,11,2024-06-10,2024-08-11,25,2.4,"Poorly organized, I expected better."
2769,53,3,2023-07-15,2023-09-22,7,4.8,I really enjoyed this course.
2770,253,22,2022-10-27,2023-04-14,62,1.6,I didn't learn anything new from this course.
2771,240,8,2024-07-18,2024-08-26,74,2.7,"The course was okay, not too bad."
2772,78,17,2024-05-16,2024-09-04,46,2.9,"Not much to say, it was a standard course."
2773,31,11,2022-11-23,2023-03-20,22,3.7,"Not much to say, it was a standard course."
2774,375,23,2023-01-26,2023-05-10,43,2.6,It was a decent experience overall.
2775,62,24,2023-11-19,2024-02-06,4,4.0,Very informative and well structured.
2776,133,22,2023-08-18,2024-01-01,87,4.1,"Excellent course, highly recommend!"
2777,215,10,2023-04-23,2023-08-27,84,4.3,The materials provided were very helpful.
2778,209,16,2024-01-01,2024-02-20,87,3.1,"The course was okay, not too bad."
2779,88,9,2023-05-29,2023-10-20,88,2.4,"Poorly organized, I expected better."
2780,33,3,2023-07-22,2023-09-17,87,1.8,"Poorly organized, I expected better."
2781,66,2,2023-09-17,2023-11-23,47,4.5,I really enjoyed this course.
2782,130,2,2022-10-22,2023-02-26,59,2.0,"Poorly organized, I expected better."
2783,420,8,2024-09-30,2024-11-19,96,1.8,"Not worth the time, very disappointing."
2784,112,23,2023-11-06,2024-01-31,10,2.4,"Not worth the time, very disappointing."
2785,73,2,2024-06-08,2024-10-06,55,4.9,"Excellent course, highly recommend!"
2786,247,23,2022-10-20,2022-12-01,71,2.8,"The course was okay, not too bad."
2787,17,20,2024-07-24,2024-11-14,83,1.3,"Poorly organized, I expected better."
2788,301,18,2022-11-10,2023-03-27,63,1.9,I didn't learn anything new from this course.
2789,264,1,2023-01-11,2023-02-22,96,3.6,"Not much to say, it was a standard course."
2790,30,7,2023-09-19,2024-01-22,61,1.8,I didn't learn anything new from this course.
2791,277,20,2022-12-07,2023-02-17,0,1.1,The content was outdated and irrelevant.
2792,86,15,2023-09-07,2024-02-22,78,2.4,I didn't learn anything new from this course.
2793,284,6,2023-06-05,2023-09-18,99,3.7,"The course was okay, not too bad."
2794,254,20,2023-01-17,2023-04-15,35,3.4,Average course with some useful content.
2795,260,14,2023-08-10,2024-01-02,86,2.1,"Poorly organized, I expected better."
2796,432,12,2024-09-02,2025-01-20,44,4.7,The materials provided were very helpful.
2797,456,19,2023-01-14,2023-05-17,23,1.8,I didn't learn anything new from this course.
2798,112,10,2023-06-28,2023-12-02,32,3.3,Average course with some useful content.
2799,452,18,2023-01-13,2023-06-24,45,3.3,"Not much to say, it was a standard course."
2800,140,6,2023-04-21,2023-08-06,82,2.8,The course met my expectations.
2801,67,14,2023-09-01,2023-12-11,45,1.3,"Not worth the time, very disappointing."
2802,228,2,2023-07-06,2023-10-17,30,2.4,The content was outdated and irrelevant.
2803,412,1,2023-03-01,2023-06-04,57,3.9,"Not much to say, it was a standard course."
2804,221,15,2024-04-30,2024-07-06,43,3.9,"The course was okay, not too bad."
2805,200,16,2023-12-03,2024-01-08,47,2.2,I didn't learn anything new from this course.
2806,333,7,2024-05-06,2024-06-14,10,1.3,The content was outdated and irrelevant.
2807,423,24,2023-08-13,2024-01-28,3,4.2,Very informative and well structured.
2808,448,23,2024-07-02,2024-12-18,13,2.0,"Not worth the time, very disappointing."
2809,436,20,2023-01-22,2023-05-22,94,4.5,I really enjoyed this course.
2810,68,5,2023-04-12,2023-06-17,50,1.4,The content was outdated and irrelevant.
2811,222,16,2023-06-10,2023-07-13,69,2.2,I didn't learn anything new from this course.
2812,90,3,2023-11-08,2024-02-20,66,2.1,I didn't learn anything new from this course.
2813,43,16,2024-04-23,2024-09-16,29,2.5,The course met my expectations.
2814,203,5,2023-05-27,2023-11-18,83,2.1,I didn't learn anything new from this course.
2815,6,4,2023-08-11,2023-09-14,97,1.3,I didn't learn anything new from this course.
2816,300,24,2023-02-16,2023-08-08,15,2.4,"Poorly organized, I expected better."
2817,349,9,2023-08-04,2024-01-07,79,1.7,The content was outdated and irrelevant.
2818,495,20,2023-08-19,2023-12-06,63,4.2,"Excellent course, highly recommend!"
2819,331,17,2024-07-27,2024-11-04,1,3.8,The course met my expectations.
2820,59,23,2023-02-05,2023-04-21,80,2.7,"The course was okay, not too bad."
2821,264,23,2022-10-28,2022-11-27,7,1.6,I would not recommend this course.
2822,95,18,2022-10-19,2023-01-12,88,2.6,It was a decent experience overall.
2823,264,15,2024-05-29,2024-11-19,93,2.1,"Poorly organized, I expected better."
2824,163,17,2023-08-10,2023-11-23,81,4.4,I really enjoyed this course.
2825,80,20,2023-11-16,2024-01-07,39,3.0,"Not much to say, it was a standard course."
2826,335,9,2023-01-11,2023-02-26,26,1.1,The content was outdated and irrelevant.
2827,384,24,2023-09-12,2023-11-23,51,2.2,"Not worth the time, very disappointing."
2828,106,21,2023-03-06,2023-07-02,7,4.8,"The instructor was great, learned a lot!"
2829,333,2,2023-03-24,2023-04-28,82,2.9,Average course with some useful content.
2830,137,9,2024-09-20,2025-02-15,58,4.5,I really enjoyed this course.
2831,224,20,2024-07-28,2024-12-24,99,2.8,Average course with some useful content.
2832,20,12,2022-12-30,2023-03-30,17,3.7,"The course was okay, not too bad."
2833,333,12,2023-05-14,2023-10-13,85,2.2,I would not recommend this course.
2834,275,8,2024-02-04,2024-06-01,59,4.5,"Excellent course, highly recommend!"
2835,61,12,2024-08-12,2025-01-11,27,1.2,The content was outdated and irrelevant.
