enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,category
3315,57,9,2023-10-25,2024-01-30,39,2.6,Negative
3316,370,4,2023-11-09,2024-01-17,48,4.9,Positive
3317,417,9,2023-03-05,2023-07-24,65,3.4,Positive
3318,81,4,2024-06-24,2024-10-15,2,2.7,Neutral
3319,212,19,2023-03-18,2023-04-18,80,4.9,Positive
3320,198,18,2024-05-24,2024-07-13,53,2.1,Negative
3321,392,3,2023-05-16,2023-06-24,33,4.7,Positive
3322,442,7,2022-12-02,2023-02-21,23,2.6,Positive
3323,234,14,2024-08-05,2024-12-09,36,2.0,Negative
3324,82,13,2023-12-01,2024-04-24,6,2.7,Negative
3325,95,6,2023-07-20,2023-10-02,79,3.9,Positive
3326,449,6,2023-08-15,2024-01-21,20,1.7,Positive
3327,43,18,2023-05-22,2023-08-05,0,1.5,Positive
3328,335,24,2023-12-01,2024-01-12,81,1.3,Positive
3329,364,18,2024-07-05,2024-08-20,91,1.3,Neutral
3330,145,17,2024-09-10,2025-02-23,6,4.8,Positive
3331,329,12,2024-02-16,2024-07-27,70,1.2,Positive
3332,314,20,2024-09-20,2024-11-07,11,5.0,Positive
3333,132,16,2024-03-27,2024-06-30,93,1.4,Neutral
3334,207,17,2022-11-15,2023-05-13,10,1.9,Negative
3335,394,6,2024-04-16,2024-10-03,72,4.6,Positive
3336,191,12,2023-03-04,2023-05-30,71,1.1,Negative
3337,377,11,2024-09-11,2024-12-28,70,4.1,Positive
3338,48,10,2023-10-09,2024-03-12,16,1.8,Neutral
3339,404,6,2023-11-09,2024-03-16,100,3.8,Positive
3340,308,15,2023-03-10,2023-07-20,23,4.9,Positive
3341,329,22,2024-08-04,2024-10-14,29,4.6,Positive
3342,240,13,2024-02-14,2024-05-19,89,4.3,Positive
3343,160,19,2024-07-09,2024-08-27,84,4.2,Positive
3344,200,9,2024-05-31,2024-11-17,13,4.2,Positive
3345,292,14,2023-01-31,2023-05-19,46,2.8,Neutral
3346,441,14,2024-03-12,2024-06-19,20,4.1,Positive
3347,424,13,2023-09-24,2024-03-07,56,2.9,Negative
3348,106,13,2024-07-18,2024-09-10,10,1.4,Neutral
3349,200,14,2024-09-07,2025-01-14,39,1.3,Negative
3350,415,7,2022-12-20,2023-05-15,13,4.3,Positive
3351,348,23,2023-01-20,2023-05-07,66,3.0,Negative
3352,124,11,2024-09-17,2025-02-11,5,1.8,Positive
3353,450,5,2024-08-29,2024-12-04,64,4.3,Positive
3354,272,12,2023-05-02,2023-07-01,26,2.8,Positive
3355,112,5,2023-04-18,2023-07-14,94,3.2,Positive
3356,276,8,2023-03-13,2023-07-21,90,1.7,Neutral
3357,289,7,2024-09-23,2024-12-14,58,4.4,Positive
3358,27,9,2024-09-14,2024-12-21,18,2.2,Negative
3359,432,3,2023-05-17,2023-08-26,83,4.8,Positive
3360,240,21,2023-01-27,2023-06-13,22,4.6,Positive
3361,128,14,2023-04-14,2023-09-28,96,2.2,Negative
3362,370,5,2024-04-26,2024-10-19,99,1.2,Neutral
3363,314,18,2023-05-31,2023-08-26,40,4.0,Positive
3364,71,21,2023-09-03,2023-10-27,38,1.2,Neutral
3365,34,12,2024-06-07,2024-11-16,18,2.6,Negative
3366,318,18,2024-09-14,2024-11-06,58,1.6,Negative
3367,286,24,2023-04-28,2023-07-26,57,3.5,Negative
3368,279,11,2024-03-28,2024-05-29,65,1.7,Negative
3369,353,24,2023-02-05,2023-06-09,88,1.9,Neutral
3370,79,23,2023-09-22,2023-12-31,33,1.6,Positive
3371,46,19,2022-10-23,2023-03-01,32,3.0,Negative
3372,45,20,2023-12-21,2024-06-04,49,2.0,Neutral
3373,445,21,2022-12-16,2023-03-15,43,4.6,Positive
3374,431,17,2023-01-01,2023-06-03,63,1.5,Negative
3375,44,21,2024-07-23,2024-08-29,45,4.0,Positive
3376,253,11,2024-02-15,2024-05-09,31,2.4,Negative
3377,71,20,2024-03-09,2024-07-25,47,4.5,Positive
3378,360,5,2023-11-23,2024-02-17,70,1.1,Negative
3379,152,15,2024-09-27,2025-02-06,18,4.9,Positive
3380,430,11,2023-12-04,2024-03-15,92,1.7,Positive
3381,33,11,2023-02-23,2023-07-28,42,4.0,Positive
3382,318,2,2022-12-06,2023-05-04,89,2.5,Neutral
3383,400,8,2023-08-11,2023-10-11,32,4.9,Positive
3384,104,5,2022-11-10,2023-01-07,34,3.0,Neutral
3385,160,2,2024-09-29,2025-01-04,86,3.2,Positive
3386,115,10,2023-11-01,2024-04-23,76,3.0,Positive
3387,424,5,2024-04-30,2024-09-02,78,1.5,Positive
3388,266,19,2023-04-24,2023-07-09,85,4.1,Positive
3389,435,15,2022-10-26,2023-02-08,27,4.9,Positive
3390,424,5,2023-09-27,2024-02-04,52,4.0,Positive
3391,204,11,2023-07-24,2023-09-30,50,4.9,Positive
3392,163,20,2024-01-11,2024-05-30,30,2.8,Positive
3393,330,22,2023-05-05,2023-06-06,63,2.7,Positive
3394,267,2,2023-07-14,2023-08-22,6,4.7,Positive
3395,141,14,2024-08-03,2024-09-14,33,1.1,Positive
3396,66,23,2024-04-12,2024-08-17,40,2.6,Positive
3397,407,9,2023-05-13,2023-07-20,34,2.2,Negative
3398,495,18,2023-03-04,2023-05-25,37,3.8,Negative
3399,113,3,2023-03-30,2023-07-06,72,2.3,Negative
3400,219,12,2022-11-09,2023-01-03,94,4.2,Positive
3401,216,24,2024-03-27,2024-05-16,81,4.8,Positive
3402,315,13,2024-05-22,2024-08-17,73,4.2,Positive
3403,335,16,2023-02-12,2023-04-20,69,1.3,Positive
3404,103,5,2023-04-30,2023-08-14,22,4.6,Positive
3405,400,18,2023-03-31,2023-09-23,61,3.4,Negative
3406,323,6,2023-06-16,2023-10-10,11,1.7,Negative
3407,395,3,2024-01-23,2024-02-27,68,4.8,Positive
3408,437,12,2022-11-22,2023-03-03,61,1.7,Neutral
3409,178,5,2024-07-17,2024-12-29,75,4.6,Positive
3410,285,19,2023-06-16,2023-11-19,48,2.4,Negative
3411,187,6,2024-05-11,2024-09-14,90,3.8,Positive
3412,481,17,2023-03-03,2023-04-18,89,3.5,Negative
3413,229,21,2023-12-23,2024-03-31,71,4.3,Positive
3414,465,13,2023-12-14,2024-05-20,22,3.1,Positive
3415,272,11,2024-04-15,2024-07-20,0,2.5,Negative
3416,128,4,2023-09-11,2023-12-10,80,2.5,Positive
3417,285,24,2024-10-05,2024-12-13,66,2.0,Negative
3418,435,13,2024-04-06,2024-05-13,32,1.0,Neutral
3419,149,13,2022-11-12,2023-01-22,91,2.6,Positive
3420,320,10,2023-02-21,2023-05-18,21,3.7,Positive
3421,402,11,2024-02-24,2024-06-19,62,3.4,Neutral
3422,198,9,2023-07-18,2023-12-25,62,3.9,Positive
3423,179,8,2024-04-19,2024-08-09,68,2.5,Negative
3424,488,1,2022-11-06,2023-02-20,23,4.3,Positive
3425,466,12,2022-10-28,2023-04-04,53,3.9,Neutral
3426,30,3,2023-07-16,2023-09-28,46,2.8,Negative
3427,248,1,2023-09-03,2023-12-31,52,3.0,Positive
3428,348,13,2023-11-01,2024-01-04,45,1.9,Neutral
3429,481,21,2023-06-02,2023-10-14,97,1.1,Negative
3430,57,9,2022-10-30,2022-12-05,48,1.7,Negative
3431,295,5,2023-12-25,2024-04-05,69,4.5,Positive
3432,130,13,2023-09-13,2024-01-28,81,1.7,Neutral
3433,318,16,2023-11-10,2024-01-21,72,1.7,Neutral
3434,454,11,2024-02-10,2024-07-11,59,2.8,Neutral
3435,354,19,2024-02-29,2024-06-22,94,3.1,Positive
3436,453,16,2023-02-23,2023-04-05,34,4.5,Positive
3437,116,16,2024-03-08,2024-06-10,25,4.1,Positive
3438,250,7,2023-01-01,2023-04-26,96,3.5,Neutral
3439,460,17,2024-02-15,2024-06-21,14,1.7,Positive
3440,445,7,2024-02-04,2024-04-22,34,4.7,Positive
3441,277,23,2023-08-12,2023-09-14,45,1.5,Negative
3442,441,9,2023-08-09,2024-01-04,68,2.1,Negative
3443,280,7,2024-10-05,2024-11-08,26,4.0,Positive
3444,285,6,2023-12-27,2024-06-13,11,2.3,Neutral
3445,145,13,2024-10-03,2025-01-25,43,1.3,Negative
3446,139,11,2023-04-04,2023-05-22,1,3.6,Positive
3447,306,20,2022-12-10,2023-02-18,37,4.8,Positive
3448,283,4,2024-07-18,2024-11-14,46,4.9,Positive
3449,449,9,2023-05-13,2023-08-08,55,2.3,Positive
3450,208,23,2023-07-25,2023-12-29,14,4.7,Positive
3451,153,10,2023-09-15,2023-11-22,4,4.4,Positive
3452,124,16,2023-09-16,2023-12-21,46,3.0,Neutral
3453,84,1,2023-05-13,2023-11-06,79,1.6,Neutral
3454,486,5,2023-10-24,2024-01-13,72,5.0,Positive
3455,27,7,2024-01-03,2024-02-16,13,4.7,Positive
3456,21,9,2022-11-21,2023-05-13,5,4.9,Positive
3457,432,24,2023-12-04,2024-02-18,75,1.1,Negative
3458,259,22,2023-07-08,2023-09-02,94,1.7,Negative
3459,251,2,2023-08-12,2023-12-08,60,2.1,Neutral
3460,342,20,2023-02-10,2023-05-29,1,3.7,Positive
3461,184,14,2024-09-27,2024-12-04,0,3.2,Positive
3462,455,8,2024-09-08,2025-02-04,76,1.4,Negative
3463,215,20,2023-05-12,2023-08-21,15,3.6,Positive
3464,275,18,2024-01-07,2024-04-03,39,1.6,Neutral
3465,200,3,2024-04-07,2024-08-11,34,3.9,Negative
3466,344,14,2024-09-16,2025-01-20,51,3.3,Positive
3467,149,9,2024-01-18,2024-04-19,29,2.3,Negative
3468,480,13,2022-12-01,2023-01-03,98,1.7,Negative
3469,180,22,2024-04-11,2024-06-23,11,4.2,Positive
3470,106,4,2024-02-18,2024-07-29,58,3.4,Negative
3471,99,3,2023-03-18,2023-08-27,73,2.2,Negative
3472,50,5,2023-08-29,2023-12-11,64,3.5,Negative
3473,208,1,2023-12-21,2024-02-24,70,2.2,Positive
3474,323,13,2024-01-11,2024-06-05,37,4.0,Positive
3475,250,2,2023-03-15,2023-07-06,100,3.3,Positive
3476,98,4,2023-09-28,2023-11-14,84,4.7,Positive
3477,203,14,2024-05-08,2024-10-17,15,2.9,Negative
3478,200,18,2024-04-30,2024-06-07,72,4.4,Positive
3479,371,15,2024-05-17,2024-07-16,71,4.1,Positive
3480,59,6,2023-02-03,2023-04-05,55,4.1,Positive
3481,396,6,2023-06-28,2023-11-13,37,4.1,Positive
3482,219,23,2024-07-15,2024-08-29,10,4.0,Positive
3483,49,9,2023-06-13,2023-09-03,54,1.9,Positive
3484,215,15,2023-12-17,2024-02-09,28,3.0,Positive
3485,119,22,2023-05-03,2023-09-04,77,4.8,Positive
3486,480,4,2023-04-15,2023-06-10,82,1.2,Neutral
3487,174,20,2024-05-02,2024-08-08,52,3.0,Positive
3488,225,20,2024-01-06,2024-04-20,53,4.9,Positive
3489,138,7,2024-05-25,2024-09-24,62,2.8,Positive
3490,483,10,2023-06-19,2023-11-21,59,1.0,Negative
3491,22,7,2024-04-19,2024-08-09,15,2.9,Positive
3492,471,10,2024-02-10,2024-07-05,26,1.1,Neutral
3493,191,17,2023-12-22,2024-06-01,3,3.3,Positive
3494,267,22,2023-06-23,2023-11-06,44,1.8,Neutral
3495,63,13,2023-07-24,2023-09-12,40,4.6,Positive
3496,466,12,2023-06-05,2023-08-05,73,4.2,Positive
3497,224,13,2024-08-14,2025-01-26,42,4.0,Positive
3498,339,21,2024-08-21,2024-12-17,1,3.9,Neutral
3499,95,21,2023-01-06,2023-03-16,32,3.7,Negative
3500,115,1,2022-10-29,2023-04-11,2,1.1,Positive
3501,179,9,2022-12-08,2023-03-20,57,4.4,Positive
3502,474,13,2024-03-16,2024-08-28,89,4.8,Positive
3503,40,7,2023-08-25,2024-02-20,9,4.0,Positive
3504,198,7,2023-08-08,2023-09-08,43,2.6,Positive
3505,479,23,2024-01-12,2024-04-12,64,1.7,Neutral
3506,100,3,2022-11-29,2023-04-26,10,2.3,Neutral
3507,174,1,2023-05-25,2023-06-25,50,1.6,Negative
3508,407,17,2023-09-27,2024-03-11,81,2.5,Neutral
3509,446,5,2024-09-09,2024-11-02,33,4.9,Positive
3510,115,7,2023-06-08,2023-10-18,54,2.6,Positive
3511,308,14,2024-04-17,2024-06-10,62,1.2,Positive
3512,76,12,2024-08-01,2024-10-16,35,2.8,Neutral
3513,69,24,2023-09-23,2024-03-16,76,4.4,Positive
3514,392,8,2022-11-19,2023-03-19,19,3.5,Negative
3515,135,14,2022-10-19,2022-11-25,89,3.4,Negative
3516,396,7,2023-11-29,2024-02-07,9,3.5,Negative
3517,392,6,2024-08-19,2024-09-23,4,3.4,Positive
3518,452,14,2024-04-12,2024-05-26,13,4.6,Positive
3519,335,5,2023-01-19,2023-03-25,3,2.7,Negative
3520,474,14,2024-03-18,2024-07-12,63,2.5,Neutral
3521,240,17,2022-10-26,2023-02-17,55,2.3,Neutral
3522,449,18,2023-02-10,2023-06-20,8,3.4,Positive
3523,57,9,2023-03-23,2023-05-23,67,3.5,Positive
3524,200,19,2024-03-06,2024-06-07,91,4.5,Positive
3525,200,6,2024-03-09,2024-05-28,81,1.4,Positive
3526,247,14,2023-12-19,2024-05-02,20,3.4,Negative
3527,371,4,2023-03-23,2023-06-19,80,3.8,Positive
3528,230,2,2024-03-31,2024-07-09,31,1.1,Neutral
3529,395,21,2022-11-25,2023-02-22,98,1.4,Negative
3530,495,24,2022-11-01,2022-12-20,85,4.0,Positive
3531,323,18,2022-12-20,2023-03-14,32,4.7,Positive
3532,121,5,2023-12-21,2024-02-18,46,1.4,Negative
3533,486,4,2022-10-11,2022-11-23,0,4.9,Positive
3534,248,5,2024-07-29,2025-01-18,3,4.0,Positive
3535,400,8,2023-11-28,2024-04-10,43,2.2,Negative
3536,276,24,2023-08-11,2023-12-14,33,4.2,Positive
3537,384,20,2024-07-25,2024-10-03,6,3.6,Positive
3538,78,9,2024-03-20,2024-06-04,0,4.1,Positive
3539,86,14,2022-12-03,2023-05-22,85,4.6,Positive
3540,28,5,2023-04-05,2023-10-02,56,3.5,Positive
3541,10,9,2022-10-27,2023-03-06,70,3.6,Positive
3542,320,24,2024-10-08,2024-12-10,72,2.1,Positive
3543,409,23,2023-01-26,2023-03-25,37,4.6,Positive
3544,20,23,2023-04-07,2023-06-08,5,2.0,Negative
3545,267,5,2023-08-05,2023-11-21,10,2.4,Neutral
3546,245,18,2024-05-28,2024-11-21,93,1.2,Neutral
3547,259,17,2024-09-23,2024-11-08,91,4.3,Positive
3548,452,5,2023-08-19,2023-12-16,13,4.2,Positive
3549,100,24,2023-09-24,2024-02-10,13,1.3,Positive
3550,363,24,2022-12-24,2023-03-23,13,1.8,Negative
3551,12,1,2024-08-19,2024-10-02,31,3.6,Negative
3552,149,20,2024-01-23,2024-04-14,18,2.9,Neutral
3553,17,2,2024-03-06,2024-06-23,31,4.9,Positive
3554,48,18,2023-12-18,2024-05-30,41,2.2,Positive
3555,20,23,2024-03-26,2024-07-20,47,2.6,Neutral
3556,280,5,2024-02-14,2024-04-07,80,1.6,Neutral
3557,300,1,2024-05-06,2024-10-26,39,1.7,Neutral
3558,270,24,2022-11-27,2023-01-02,58,1.3,Negative
3559,184,1,2023-08-05,2023-12-01,93,1.7,Negative
3560,395,8,2024-04-25,2024-09-23,70,3.4,Positive
3561,136,23,2023-06-20,2023-10-02,67,3.6,Positive
3562,431,6,2023-02-16,2023-04-06,14,2.5,Positive
3563,124,20,2023-12-03,2024-04-03,87,2.3,Negative
3564,493,19,2023-05-31,2023-07-06,37,3.2,Positive
3565,184,14,2023-10-11,2024-01-01,12,1.3,Positive
3566,22,5,2023-09-24,2023-11-20,51,4.1,Positive
3567,70,8,2022-11-15,2023-02-14,38,2.0,Neutral
3568,444,8,2023-10-11,2024-03-09,38,3.3,Positive
3569,493,5,2024-01-11,2024-03-02,13,2.4,Negative
3570,250,11,2024-05-08,2024-08-17,24,1.7,Negative
3571,136,18,2023-01-02,2023-05-01,12,1.0,Neutral
3572,486,4,2024-08-11,2024-11-21,12,2.2,Neutral
3573,412,24,2024-08-26,2024-11-23,21,2.1,Neutral
3574,279,13,2023-05-15,2023-11-05,35,1.5,Negative
3575,230,10,2023-12-09,2024-03-17,5,4.3,Positive
3576,99,17,2023-10-03,2023-12-14,86,4.2,Positive
3577,219,11,2024-07-03,2024-11-19,79,2.4,Neutral
3578,159,24,2024-09-09,2024-12-25,48,3.5,Positive
3579,379,16,2024-04-01,2024-07-17,16,2.6,Negative
3580,466,10,2024-01-01,2024-06-22,88,4.6,Positive
3581,446,8,2023-09-09,2023-10-09,62,4.5,Positive
3582,436,21,2022-12-29,2023-02-21,100,2.3,Neutral
3583,25,5,2024-08-09,2024-12-23,84,3.1,Negative
3584,159,24,2023-09-28,2023-12-28,52,2.7,Positive
3585,160,8,2023-09-19,2024-03-08,39,1.9,Neutral
3586,262,9,2024-01-05,2024-03-01,5,4.3,Positive
3587,115,10,2024-05-16,2024-10-27,83,4.7,Positive
3588,16,18,2023-12-31,2024-04-27,9,1.3,Neutral
3589,483,5,2023-02-05,2023-06-26,24,2.8,Negative
3590,308,22,2023-08-12,2023-11-16,21,2.4,Negative
3591,183,10,2023-10-04,2024-03-09,19,2.3,Neutral
3592,286,11,2023-05-15,2023-09-02,73,3.9,Negative
3593,11,23,2023-09-11,2024-01-12,85,4.6,Positive
3594,446,19,2023-07-10,2024-01-01,64,4.7,Positive
3595,255,21,2024-07-16,2024-12-10,63,3.6,Positive
3596,224,24,2023-01-09,2023-04-04,88,2.3,Neutral
3597,98,18,2024-07-31,2024-12-14,19,3.3,Positive
3598,268,10,2023-06-11,2023-11-27,58,2.9,Negative
3599,273,12,2023-11-15,2023-12-21,9,4.3,Positive
3600,494,22,2023-01-24,2023-06-03,2,1.5,Neutral
3601,434,4,2024-08-20,2024-10-15,76,2.6,Neutral
3602,275,17,2024-01-10,2024-05-15,6,1.7,Positive
3603,86,23,2024-08-01,2024-11-25,53,3.0,Positive
3604,498,2,2023-08-07,2023-09-19,25,4.1,Positive
3605,347,5,2022-12-31,2023-03-19,98,2.9,Positive
3606,255,4,2024-08-10,2024-12-14,22,4.9,Positive
3607,289,3,2023-06-28,2023-10-17,91,3.9,Positive
3608,441,15,2022-10-24,2023-02-09,23,1.9,Neutral
3609,280,17,2024-02-02,2024-04-26,43,2.9,Negative
3610,77,2,2024-09-10,2024-11-24,27,4.6,Positive
3611,28,24,2023-06-29,2023-09-06,12,1.7,Negative
3612,466,20,2024-07-03,2024-12-19,53,1.7,Negative
3613,192,11,2024-03-04,2024-04-21,83,1.2,Positive
3614,225,21,2023-03-10,2023-06-17,64,4.1,Positive
3615,260,16,2022-10-09,2022-12-23,73,4.7,Positive
3616,459,1,2024-02-23,2024-04-23,40,2.1,Neutral
3617,283,1,2022-10-17,2023-02-19,100,3.3,Neutral
3618,349,18,2023-11-27,2024-04-01,6,4.6,Positive
3619,256,13,2024-09-11,2025-01-30,97,3.4,Positive
3620,10,12,2023-04-09,2023-05-22,100,3.2,Positive
3621,375,16,2024-10-03,2025-01-24,48,3.9,Negative
3622,65,13,2023-11-18,2024-01-22,65,1.4,Positive
3623,329,1,2024-08-15,2025-01-31,89,2.5,Positive
3624,252,10,2024-09-27,2025-02-09,8,4.9,Positive
3625,146,6,2023-11-25,2024-02-09,21,2.8,Positive
3626,407,22,2023-12-04,2024-03-12,48,3.7,Positive
3627,208,22,2023-05-09,2023-07-19,31,4.3,Positive
3628,256,21,2024-07-25,2024-10-28,29,4.6,Positive
3629,43,12,2022-12-28,2023-02-06,74,4.1,Positive
3630,49,15,2023-08-12,2023-09-27,74,3.3,Positive
3631,212,24,2024-06-08,2024-11-09,100,1.4,Negative
3632,454,9,2024-04-07,2024-07-24,47,2.3,Negative
3633,442,4,2024-09-13,2025-02-19,61,2.5,Negative
3634,156,2,2022-11-13,2023-04-11,86,1.3,Negative
3635,107,5,2023-02-27,2023-06-18,49,2.2,Positive
3636,88,5,2024-04-23,2024-07-02,54,1.7,Neutral
3637,407,9,2024-03-18,2024-08-01,16,4.1,Positive
3638,115,4,2024-03-26,2024-07-10,68,4.7,Positive
3639,66,2,2024-03-21,2024-06-16,20,2.2,Neutral
3640,407,21,2023-09-07,2024-01-12,88,3.2,Negative
3641,305,5,2024-09-11,2024-10-28,80,4.9,Positive
3642,69,7,2022-10-31,2022-12-05,44,3.4,Neutral
3643,100,6,2022-11-06,2023-01-30,62,2.4,Neutral
3644,146,14,2024-05-18,2024-07-20,0,2.9,Negative
3645,155,7,2023-11-05,2024-04-27,38,2.5,Negative
3646,161,4,2024-05-05,2024-07-03,22,4.4,Positive
3647,431,15,2022-10-13,2023-01-28,11,3.8,Negative
3648,61,10,2024-04-09,2024-06-16,8,4.5,Positive
3649,230,21,2023-01-15,2023-07-02,0,4.9,Positive
3650,104,23,2022-12-04,2023-02-21,27,1.4,Neutral
3651,255,18,2022-11-28,2023-01-27,56,2.0,Negative
3652,379,23,2023-01-14,2023-07-08,1,5.0,Positive
3653,245,9,2023-05-21,2023-06-23,56,2.4,Positive
3654,76,16,2023-05-09,2023-06-26,100,2.7,Positive
3655,262,11,2024-07-25,2024-09-01,2,4.5,Positive
3656,130,9,2023-05-07,2023-08-11,57,2.6,Positive
3657,394,10,2024-06-14,2024-11-01,54,2.9,Positive
3658,329,15,2024-02-01,2024-07-14,22,2.6,Negative
3659,318,5,2024-07-14,2024-10-10,89,3.7,Positive
3660,104,3,2023-10-25,2023-12-23,82,2.4,Positive
3661,331,2,2023-05-23,2023-09-20,5,1.6,Negative
3662,132,16,2023-10-28,2024-04-05,58,2.4,Negative
3663,134,9,2024-02-03,2024-04-15,58,1.5,Negative
3664,159,14,2023-02-25,2023-04-01,50,2.1,Positive
3665,474,1,2023-12-11,2024-01-18,41,2.5,Negative
3666,468,8,2023-12-19,2024-02-21,0,1.1,Neutral
3667,97,16,2023-05-12,2023-06-13,76,3.3,Negative
3668,352,15,2022-11-30,2023-03-03,17,4.3,Positive
3669,479,8,2024-03-29,2024-04-30,14,2.9,Negative
3670,180,13,2023-03-08,2023-08-11,93,2.2,Neutral
3671,123,14,2023-01-02,2023-03-20,100,3.8,Negative
3672,202,24,2024-04-03,2024-07-11,70,4.0,Positive
3673,192,20,2022-11-30,2023-01-07,88,1.6,Negative
3674,209,18,2023-01-06,2023-03-24,58,4.1,Positive
3675,65,22,2023-05-29,2023-10-11,44,2.3,Positive
3676,40,10,2024-06-05,2024-11-09,84,1.6,Neutral
3677,207,17,2023-04-23,2023-05-27,71,3.0,Positive
3678,427,9,2024-10-07,2025-01-04,30,2.9,Neutral
3679,26,2,2024-05-01,2024-10-09,92,4.3,Positive
3680,200,16,2024-04-27,2024-08-05,85,4.2,Positive
3681,431,1,2022-12-25,2023-05-06,71,1.3,Neutral
3682,36,21,2024-09-02,2025-02-17,42,4.1,Positive
3683,124,2,2023-01-03,2023-05-12,10,2.3,Neutral
3684,273,18,2022-10-22,2023-03-13,48,3.3,Negative
3685,70,22,2023-06-09,2023-12-02,1,1.6,Negative
3686,449,19,2024-06-22,2024-09-18,21,3.7,Neutral
3687,391,23,2023-10-01,2024-01-08,54,2.5,Positive
3688,301,12,2022-11-10,2023-01-26,38,1.7,Positive
3689,250,4,2023-09-25,2023-12-30,42,1.7,Neutral
3690,329,18,2024-05-08,2024-06-09,60,3.9,Negative
3691,454,22,2024-02-25,2024-06-21,61,2.9,Neutral
3692,174,10,2023-03-05,2023-05-10,59,1.2,Neutral
3693,490,20,2023-12-14,2024-04-11,59,3.6,Negative
3694,419,5,2024-02-11,2024-03-24,86,2.8,Negative
3695,466,11,2023-06-23,2023-11-25,95,4.9,Positive
3696,121,18,2024-08-27,2025-01-27,35,1.6,Neutral
3697,204,4,2024-06-28,2024-08-14,63,3.4,Positive
3698,286,12,2022-10-28,2022-12-17,65,1.4,Negative
3699,243,21,2023-03-11,2023-08-09,34,2.1,Positive
3700,205,21,2022-10-27,2023-02-26,95,1.7,Positive
3701,297,1,2023-11-20,2024-04-13,54,1.3,Neutral
3702,437,10,2022-11-11,2022-12-23,57,1.5,Negative
3703,225,4,2024-09-10,2024-10-24,89,4.2,Positive
3704,430,13,2022-11-25,2023-01-10,75,3.3,Negative
3705,115,4,2023-02-19,2023-06-21,2,4.2,Positive
3706,205,10,2023-07-14,2023-11-17,41,4.8,Positive
3707,73,17,2023-12-05,2024-05-21,44,2.5,Positive
3708,136,18,2024-09-14,2024-12-11,40,4.2,Positive
3709,153,12,2023-10-13,2023-11-24,24,4.9,Positive
3710,130,4,2024-05-18,2024-07-18,10,3.8,Positive
3711,68,1,2023-12-30,2024-02-25,16,4.9,Positive
3712,486,9,2023-04-17,2023-08-01,39,2.3,Negative
3713,48,4,2024-08-09,2024-11-05,89,4.8,Positive
3714,75,14,2024-09-04,2024-11-08,3,3.0,Positive
3715,44,10,2024-01-14,2024-04-19,44,2.1,Neutral
3716,357,17,2023-10-16,2024-04-12,76,1.6,Negative
3717,121,13,2024-08-21,2024-11-08,93,1.4,Positive
3718,121,7,2023-02-21,2023-08-07,40,1.8,Negative
3719,320,11,2023-03-01,2023-08-01,79,3.9,Negative
3720,274,16,2023-04-30,2023-09-29,65,3.2,Negative
3721,83,2,2024-01-25,2024-06-22,36,2.7,Negative
3722,124,23,2024-02-12,2024-04-10,97,3.4,Positive
3723,137,24,2024-03-11,2024-06-15,50,3.0,Positive
3724,293,5,2023-04-21,2023-07-24,54,1.8,Positive
3725,347,19,2023-04-03,2023-07-22,72,2.9,Positive
3726,370,14,2024-03-19,2024-06-14,25,3.5,Negative
3727,428,10,2023-07-27,2023-12-23,72,4.7,Positive
3728,216,2,2024-05-29,2024-10-30,93,1.5,Neutral
3729,207,23,2023-01-10,2023-04-04,3,2.3,Negative
3730,181,8,2023-01-16,2023-06-21,63,2.5,Positive
3731,301,2,2024-08-08,2024-12-26,55,4.8,Positive
3732,318,24,2023-02-22,2023-07-26,47,4.9,Positive
3733,88,16,2024-04-12,2024-08-08,64,2.1,Neutral
3734,493,13,2023-12-25,2024-05-04,87,4.8,Positive
3735,180,11,2023-01-14,2023-03-16,76,1.1,Negative
3736,208,10,2023-12-03,2024-05-09,12,2.9,Positive
3737,264,1,2023-05-31,2023-11-21,36,1.0,Negative
3738,78,4,2024-03-25,2024-07-07,0,3.1,Positive
3739,391,13,2023-11-07,2024-01-27,5,4.7,Positive
3740,300,6,2024-01-05,2024-03-13,71,4.3,Positive
3741,323,9,2022-10-17,2023-02-13,27,5.0,Positive
3742,251,17,2023-10-04,2023-11-08,53,4.1,Positive
3743,444,15,2022-12-17,2023-05-15,99,2.9,Negative
3744,465,22,2024-07-10,2024-10-06,10,4.4,Positive
3745,276,9,2023-02-09,2023-07-01,95,2.0,Negative
3746,140,12,2024-05-16,2024-11-01,3,4.1,Positive
3747,284,8,2024-05-16,2024-10-19,37,1.2,Negative
3748,363,5,2023-07-11,2023-12-24,49,2.6,Negative
3749,325,16,2023-11-23,2024-05-06,85,3.2,Positive
3750,255,16,2023-10-09,2024-04-04,37,3.1,Positive
3751,315,20,2023-08-25,2023-12-23,0,4.4,Positive
3752,419,11,2024-08-03,2024-11-12,54,3.1,Positive
3753,355,23,2023-05-21,2023-08-29,78,2.2,Neutral
3754,308,10,2023-06-01,2023-07-15,13,1.9,Negative
3755,427,2,2023-01-18,2023-02-26,35,1.1,Negative
3756,192,14,2023-04-30,2023-08-15,37,4.0,Positive
3757,388,7,2023-10-25,2024-03-09,39,1.9,Negative
3758,494,22,2024-07-25,2024-11-08,46,3.7,Positive
3759,320,18,2024-06-19,2024-08-24,77,3.3,Neutral
3760,362,17,2023-07-29,2023-12-07,14,4.5,Positive
3761,493,5,2024-05-21,2024-08-09,46,4.0,Positive
